ID_estudiante,ID_IE,Seccion,sexo,ise,Distrito,M500_L,M500_CN,M500_M,grupo_M,riesgo_matematica
2022223126707900210,1818,B,Mujer,1.50411158424115,SAN JUAN DE MIRAFLORES,634.63, ,588.897,En inicio,1
2022223126707900211,1818,B,Mujer,1.365182887846,SAN JUAN DE MIRAFLORES,568.478,544.89,587.021,En inicio,1
2022223126707900212,1818,B,Hombre,1.66481095789996,SAN JUAN DE MIRAFLORES,568.108,458.603,551.231,En inicio,1
2022223126707900213,1818,B,Mujer,1.29623951661609,SAN JUAN DE MIRAFLORES,555.358,494.61,571.651,En inicio,1
2022223126707900214,1818,B,Mujer,0.84722612403617,SAN JUAN DE MIRAFLORES,645.409,566.623,558.735,En inicio,1
2022223126707900215,1818,B,Mujer,1.49893078291687,SAN JUAN DE MIRAFLORES,609.007,465.29,588.897,En inicio,1
2022223126707900216,1818,B,Mujer,1.30540391210327,SAN JUAN DE MIRAFLORES,540.883,354.828,500.72,Previo al Inicio,1
2022223126707900217,1818,B,Mujer,1.66481095789996,SAN JUAN DE MIRAFLORES,694.931,814.81,723.111,Satisfactorio,0
2022223126707900218,1818,B,Hombre,1.61972488175526,SAN JUAN DE MIRAFLORES,611.347,519.043,747.933,Satisfactorio,0
2022223126707900219,1818,B,Hombre,0.77890594930902,SAN JUAN DE MIRAFLORES,737.862,578.453,749.015,Satisfactorio,0
2022223126707900220,1818,B,Mujer,1.36081502970892,SAN JUAN DE MIRAFLORES,634.63,524.572,633.563,En proceso,0
2022223126707900221,1818,B,Hombre,1.25870910103677,SAN JUAN DE MIRAFLORES,582.46,572.924,552.674,En inicio,1
2022223126707900222,1818,B,Hombre,0.964261832307096,SAN JUAN DE MIRAFLORES,667.46,585.269,634.357,En proceso,0
2022223126707900223,1818,B,Hombre,1.13125106843019,SAN JUAN DE MIRAFLORES,669.8,605.587,590.124,En inicio,1
2022223126707900224,1818,B,Hombre,1.27198046690591,SAN JUAN DE MIRAFLORES,598.597,582.054,634.14,En proceso,0
2022223126707900225,1818,B,Hombre,1.41432545883629,SAN JUAN DE MIRAFLORES,593.547,578.453,599.288,En proceso,0
2022223126707900226,1818,B,Hombre,1.00045452180067,SAN JUAN DE MIRAFLORES,619.724, ,500.72,Previo al Inicio,1
2022223126707900227,1818,B,Mujer,0.685845961473763,SAN JUAN DE MIRAFLORES,616.521,619.089,698.866,Satisfactorio,0
2022223126707900228,1818,B,Mujer,1.66481095789996,SAN JUAN DE MIRAFLORES,683.536,653.681,599.793,En proceso,0
2022223126707900229,1818,B,Hombre, ,SAN JUAN DE MIRAFLORES,578.825,487.408,668.992,Satisfactorio,0
2022223131640500102,1874,A,Mujer,-0.358306141947564,SAN JUAN DE MIRAFLORES,519.633,458.603,461.683,Previo al Inicio,1
2022223131640500105,1874,A,Hombre, ,SAN JUAN DE MIRAFLORES,564.844,595.556,763.735,Satisfactorio,0
2022223131640500106,1874,A,Mujer,1.66481095789996,SAN JUAN DE MIRAFLORES,544.086,463.876,531.82,En inicio,1
2022223131640500107,1874,A,Hombre,0.613626302596001,SAN JUAN DE MIRAFLORES,569.956,506.44,566.817,En inicio,1
2022223131640500108,1874,A,Mujer,0.342445569240064,SAN JUAN DE MIRAFLORES,599.521,396.235,470.414,Previo al Inicio,1
2022223131640500109,1874,A,Hombre,0.627770528142012,SAN JUAN DE MIRAFLORES,596.133,536.017,643.088,En proceso,0
2022223131640500111,1874,A,Hombre,0.413794981405929,SAN JUAN DE MIRAFLORES,593.547,486.765,610.111,En proceso,0
2022223131640500112,1874,A,Hombre, ,SAN JUAN DE MIRAFLORES,448.985,397.135,438.087,Previo al Inicio,1
2022223131640500113,1874,A,Mujer,1.22246382461173,SAN JUAN DE MIRAFLORES,538.112,448.701,524.46,En inicio,1
2022223131640500114,1874,A,Hombre, ,SAN JUAN DE MIRAFLORES,515.876,417.582,536.005,En inicio,1
2022223147727200101,2270,A,Mujer,-0.458884692183448,SAN JUAN DE MIRAFLORES,665.242,572.924,668.776,Satisfactorio,0
2022223147727200102,2270,A,Mujer,0.49151809898637,SAN JUAN DE MIRAFLORES,645.039,707.819,698.866,Satisfactorio,0
2022223147727200103,2270,A,Hombre,0.322011757645152,SAN JUAN DE MIRAFLORES,575.13,605.587,590.124,En inicio,1
2022223147727200104,2270,A,Hombre,-0.199896045639932,SAN JUAN DE MIRAFLORES,598.597,560.321,645.613,En proceso,0
2022223147727200105,2270,A,Hombre,1.0924887484473,SAN JUAN DE MIRAFLORES,644.177,623.718,676.208,Satisfactorio,0
2022223147727200106,2270,A,Mujer,1.01459175698667,SAN JUAN DE MIRAFLORES,645.409,504.126,535.717,En inicio,1
2022223147727200107,2270,A,Mujer,1.01667837480823,SAN JUAN DE MIRAFLORES,545.565,465.29,515.585,Previo al Inicio,1
2022223147727200108,2270,A,Hombre,0.267368646562217,SAN JUAN DE MIRAFLORES,561.887,523.801,571.651,En inicio,1
